0,0,153
0,8,1
0,82,1
0,138,1
0,1387,1
1,1,2
2,2,1
3,188,1
4,4,2
5,135,1
6,6,2
7,8,1
8,8,2
9,375,1
10,10,2
11,286,1
12,12,1
13,13,1
14,14,2
15,15,1
16,16,2
17,17,2
18,82,1
19,19,1
19,457,1
20,20,1
21,21,5
22,274,1
23,1570,1
24,24,1
25,25,1
26,0,3
26,1,1
26,26,39
26,230,3
26,1067,2
27,27,1
28,28,1
29,29,2
30,30,1
31,31,1
32,32,1
33,33,2
34,34,9
34,286,1
34,1570,1
35,35,1
36,537,1
37,37,1
38,38,1
39,39,1
40,74,1
41,41,4
42,208,1
43,43,1
43,1642,1
44,44,1
45,1567,1
46,46,1
47,47,13
47,243,1
47,286,1
48,48,1
49,49,11
50,253,1
51,51,1
52,52,1
53,26,1
53,53,12
53,493,1
54,54,1
54,82,1
55,416,1
56,56,1
57,57,1
58,58,1
59,1576,1
60,60,1
61,1669,1
62,62,1
62,230,1
63,346,1
64,64,1
65,65,2
66,66,1
66,1232,1
67,67,2
68,68,1
69,69,1
70,70,2
71,71,2
72,72,2
73,73,2
74,74,3
75,1471,1
76,76,2
77,1267,1
78,78,8
79,79,1
80,80,14
80,82,1
81,82,1
82,82,15
82,654,1
82,1224,1
83,83,1
84,84,1
85,85,1
86,86,1
87,87,15
88,88,1
89,89,1
90,90,4
90,256,1
91,514,1
91,1557,1
92,92,3
93,93,2
94,94,1
95,95,1
96,299,1
97,97,2
98,98,4
99,99,2
99,1244,2
100,1553,1
101,101,1
102,102,1
103,103,5
104,104,1
105,105,4
106,106,3
107,107,2
108,108,1
109,109,12
110,110,1
111,111,3
112,112,1
113,82,1
113,206,1
114,1557,1
115,115,6
116,116,1
117,117,1
118,118,4
119,119,1
120,120,32
121,121,6
122,122,3
123,123,1
124,124,4
125,125,1
126,47,1
127,127,2
128,128,1
129,129,1
130,130,2
131,131,28
132,132,1
133,133,1
134,134,2
135,135,1
136,135,1
137,137,4
138,138,1
139,1180,1
140,140,1
141,141,1
142,375,1
143,141,1
144,144,1
144,563,1
144,568,1
144,1766,1
145,82,1
145,145,2
145,435,1
145,1589,1
146,146,1
147,147,4
147,156,1
147,200,1
147,548,1
148,148,4
149,149,4
150,150,1
151,151,1
151,170,1
152,152,1
153,1468,1
154,154,1
155,98,1
156,156,6
157,157,1
158,1459,1
159,159,1
159,183,1
159,515,1
160,157,1
160,160,1
161,82,1
161,161,1
161,1244,1
162,162,1
163,163,2
163,183,1
163,458,1
164,145,1
165,165,1
166,159,1
167,1244,1
168,426,1
169,99,1
170,170,1
171,171,1
172,1143,1
173,173,1
174,265,1
175,175,1
176,176,2
177,177,1
178,178,1
179,179,1
180,180,1
181,181,2
182,182,1
183,190,1
183,423,1
183,1560,1
184,184,1
185,47,1
185,185,1
185,204,1
185,473,1
185,499,1
186,1274,1
187,187,1
188,188,1
188,444,1
189,189,1
190,82,1
190,190,2
191,8,1
191,197,1
191,470,1
191,1766,1
192,82,1
192,453,1
193,193,3
194,194,7
195,195,1
196,105,1
196,147,1
196,196,1
197,197,2
198,198,2
199,199,1
200,147,1
201,1560,1
202,202,2
203,1616,1
204,204,1
205,205,5
206,206,2
207,207,1
208,208,2
209,209,1
210,210,1
210,1616,1
211,211,2
212,212,2
213,265,1
213,335,1
214,214,8
215,215,1
216,216,1
217,217,2
218,82,1
