475,183,1
475,967,1
475,1560,1
476,1448,1
477,253,1
478,1228,1
479,479,1
480,97,1
480,462,1
480,1766,1
481,385,1
481,444,1
481,462,1
481,525,1
481,527,1
481,1641,1
482,482,1
483,483,2
483,967,1
483,1180,1
483,1698,1
484,1180,1
484,1709,1
485,482,1
486,457,1
486,486,1
487,967,1
487,1560,2
488,194,1
489,346,1
489,489,1
490,490,2
491,63,1
491,436,1
491,444,1
492,1167,1
492,1560,1
492,1651,1
493,520,1
494,494,1
495,393,1
496,496,1
497,814,1
498,498,2
499,499,1
500,285,1
501,501,3
502,502,1
503,537,1
503,1667,1
504,504,1
505,505,1
506,506,1
507,412,1
508,508,1
509,509,1
510,510,1
511,351,1
512,512,1
513,513,3
514,514,2
515,62,1
516,516,1
517,517,1
518,518,3
519,517,1
520,520,1
521,521,1
522,522,1
523,825,1
524,524,2
525,525,9
526,526,1
527,385,1
527,527,1
528,351,1
528,528,4
528,565,1
529,285,1
530,530,2
531,82,1
531,183,1
531,351,2
531,436,1
531,531,4
532,532,1
533,533,1
534,265,1
535,535,3
536,536,1
537,537,3
538,538,1
539,539,1
540,540,1
541,1630,1
542,542,2
543,543,2
544,1698,1
545,545,2
546,82,1
547,547,2
548,548,2
549,124,1
550,550,6
551,551,4
552,552,1
553,121,1
554,554,2
555,532,1
556,556,1
557,557,1
558,558,2
559,1477,1
559,1698,1
560,560,1
561,561,3
562,562,1
562,1667,2
563,563,32
564,563,1
565,565,48
565,574,1
566,565,1
567,567,1
568,568,8
569,569,7
570,385,1
571,571,1
572,572,1
573,1093,1
574,574,4
575,575,1
576,576,3
577,577,1
578,578,1
579,579,1
580,580,1
581,581,1
582,0,1
583,583,1
584,584,2
585,585,2
586,586,3
587,574,1
588,588,1
589,589,1
590,590,13
591,591,5
592,590,1
592,592,4
593,593,2
594,594,2
595,595,2
596,421,1
597,597,3
598,598,19
599,868,1
599,1448,1
600,600,1
601,601,3
602,602,2
603,598,1
603,603,3
604,604,9
605,598,1
606,601,1
606,606,14
607,1698,1
608,60,1
609,609,1
610,610,7
611,611,1
611,1560,1
612,612,1
613,613,1
614,614,5
615,615,1
616,616,6
617,617,3
617,642,1
617,821,1
618,618,8
618,620,1
619,619,1
620,618,2
620,620,22
621,621,1
622,622,1
623,623,4
624,624,9
625,626,1
626,626,12
627,627,2
628,628,2
629,629,3
630,630,1
631,631,2
632,632,3
633,633,2
634,992,1
635,635,2
636,636,4
637,637,1
638,953,1
639,1567,1
640,640,2
641,641,4
642,821,1
643,626,1
644,644,3
645,645,1
646,1448,1
646,1551,1
647,609,1
647,1003,2
647,1195,1
648,825,1
648,1448,1
649,649,1
650,650,1
651,651,2
652,652,7
652,995,1
652,1054,1
652,1167,1
652,1698,1
653,1727,1
654,1724,1
655,1228,1
656,1553,1
657,657,1
658,658,2
659,659,1
659,664,3
660,660,1
661,661,1
662,606,1
663,369,1
664,664,1
665,772,1
665,1698,1
666,666,1
667,667,5
667,1709,1
668,1156,1
669,669,1
670,654,1
671,671,16
671,1093,1
672,672,1
673,673,1
674,674,2
675,675,5
675,1448,1
675,1626,1
676,676,2
677,677,1
678,1698,1
679,679,1
679,1541,1
680,595,1
681,681,1
682,682,1
683,683,2
684,684,1
685,1387,1
686,1679,1
687,765,1
688,787,1
689,691,1
690,690,1
691,691,46
692,692,1
693,693,1
694,694,11
694,703,1
694,727,1
695,695,1
696,696,2
697,697,20
697,704,2
697,797,2
698,698,2
699,699,1
700,700,1
701,701,1
702,702,2
703,703,1
704,697,2
704,704,8
705,705,2
706,1387,1
706,1729,1
707,707,4
708,697,1
708,708,18
708,797,1
709,709,3
710,704,1
711,712,1
712,712,1
713,697,1
714,1448,1
715,704,1
716,716,1
717,717,1
718,797,1
719,719,3
720,720,2
721,720,1
722,722,1
723,723,1
724,1244,1
725,1531,2
726,726,2
727,727,10
727,958,1
727,1054,1
728,728,17
729,729,27
730,729,4
730,730,1
731,731,1
731,773,1
732,797,1
733,733,4
734,734,1
735,735,1
736,704,1
736,736,1
737,737,1
738,738,1
739,739,1
739,953,1
739,1667,1
740,740,1
741,741,4
742,742,1
743,743,1
744,744,2
745,818,1
746,746,1
747,747,13
748,748,1
749,1640,1
750,1028,2
751,751,1
752,752,2
753,753,1
754,754,1
755,742,1
755,753,1
756,757,1
757,757,3
758,758,5
759,759,1
760,760,2
761,761,2
762,762,3
763,763,2
764,764,2
765,765,2
765,1387,1
766,766,3
766,958,1
767,767,1
768,768,2
769,769,18
769,1560,1
770,770,2
771,784,1
772,772,3
773,773,3
774,774,1
774,1391,1
775,769,1
775,797,2
776,776,1
777,777,1
778,747,1
779,779,4
780,780,1
781,781,1
782,782,2
783,783,2
784,784,2
785,785,1
786,786,1
787,787,1
788,788,5
789,789,8
790,790,1
791,791,3
792,792,1
793,1387,1
794,704,1
794,794,13
794,797,1
794,942,1
794,970,1
794,1557,1
795,675,1
795,953,1
795,1448,1
795,1560,2
795,1625,1
796,796,2
797,704,1
797,797,70
797,992,1
797,1093,1
797,1714,1
798,798,1
799,1714,1
800,800,1
801,801,2
802,802,2
803,1560,1
804,691,1
804,804,8
805,648,1
805,797,1
806,806,1
807,807,1
808,822,1
809,704,1
810,810,3
811,797,1
812,812,7
813,813,3
814,814,1
815,815,53
815,837,1
816,815,1
817,817,1
818,825,1
818,1173,1
819,821,2
820,820,2
821,821,14
821,1281,1
822,822,22
822,833,1
823,821,1
823,839,1
824,824,1
824,825,1
825,825,41
826,826,1
827,867,1
828,828,2
829,829,1
830,825,1
830,830,3
831,831,4
832,832,4
833,833,4
834,860,1
835,835,3
836,828,1
836,836,7
837,837,3
838,825,1
839,839,1
840,840,1
841,825,1
842,842,3
843,843,1
844,844,4
845,844,1
845,845,1
846,846,1
847,847,9
848,848,1
849,849,2
850,674,1
850,850,3
851,846,1
852,953,1
853,853,4
854,854,2
855,902,1
856,856,1
857,857,1
858,858,1
859,859,1
860,794,1
860,818,1
860,860,187
860,919,1
860,922,1
860,1560,1
861,861,3
862,862,5
862,898,1
863,860,1
863,863,2
864,864,3
865,860,1
866,866,2
867,867,2
868,620,1
868,825,1
868,868,45
868,889,1
869,869,2
870,870,4
871,871,1
872,872,2
873,873,3
874,874,1
874,937,2
875,875,3
876,1541,1
877,877,1
878,879,1
879,860,2
879,879,9
880,880,1
881,881,2
882,882,1
883,862,1
884,905,1
885,885,1
886,886,2
887,887,2
888,888,2
889,889,2
890,890,1
891,860,2
891,891,2
892,892,1
893,893,1
894,894,1
895,895,2
896,896,1
897,897,1
898,898,1
899,860,2
900,900,1
901,901,1
902,747,1
903,903,1
904,904,1
905,825,1
906,906,1
907,907,1
908,862,1
908,908,2
909,909,2
910,910,2
911,631,1
912,912,1
913,913,2
914,860,1
915,822,1
916,916,1
917,917,1
918,918,1
919,919,2
920,881,1
921,908,1
922,922,1
923,910,1
923,923,1
924,924,1
925,825,1
926,926,1
927,927,1
928,928,13
929,814,1
930,930,8
931,931,1
932,932,2
933,933,1
934,934,4
935,935,1
936,919,1
937,937,6
938,938,1
939,939,1
940,940,8
941,941,1
942,942,2
943,943,1
944,953,1
945,945,1
946,946,2
947,923,1
948,1576,1
949,910,1
950,950,2
951,951,1
952,952,2
953,953,2
954,812,1
954,954,3
955,955,2
956,956,3
957,957,1
958,958,6
958,960,1
958,962,1
959,959,2
960,960,1
961,961,1
962,962,2
963,963,25
964,964,2
965,965,1
966,966,6
967,967,3
968,968,5
969,969,1
970,970,23
970,971,1
971,971,3
972,972,1
972,1638,4
973,973,1
974,974,26
975,953,1
975,975,2
975,985,1
975,1129,1
976,654,1
976,841,1
976,994,1
977,866,1
978,978,1
979,979,13
980,980,7
981,981,2
982,982,1
983,983,1
984,984,1
985,985,48
986,986,1
987,987,1
988,988,1
989,989,1
990,990,10
991,991,1
992,992,1
993,993,6
994,985,1
995,995,5
996,260,1
997,997,1
998,998,2
999,1277,2
1000,1000,3
1001,673,1
1001,1001,2
1002,1002,2
1003,1003,1
1004,1004,1
1005,1067,1
1006,1006,1
1007,1007,1
1008,1008,1
1009,1009,5
1010,1709,1
1011,1011,1
1012,1093,1
1013,1013,1
1014,1014,2
1015,1019,1
1016,1560,1
1017,1017,2
1018,1018,1
1019,1019,8
1019,1387,1
1019,1448,1
1020,1020,39
1021,1021,1
1022,1285,1
1023,1023,1
1024,1024,1
1025,657,1
1026,1093,1
1027,1027,3
1028,958,1
1028,1028,5
1029,1029,1
1030,1030,7
1030,1448,1
1031,1031,2
1032,671,1
1033,1033,2
1034,1034,8
1035,1035,2
1036,1036,3
1037,1037,1
1038,1038,2
1038,1129,1
1039,1039,2
1040,1040,1
1041,1041,1
1042,1042,1
1043,1043,3
1044,1044,1
1045,1045,1
1046,1046,1
1047,1047,1
1048,8,1
1048,1048,2
1049,1049,1
1050,1050,3
1051,1051,3
1052,1052,2
1053,1053,5
1053,1067,1
1054,1054,20
1054,1386,1
1055,1055,13
1056,1056,3
1057,1057,1
1057,1067,1
1058,1058,3
1059,1067,2
1060,1060,1
1061,1061,4
1062,1062,1
1063,1067,1
1064,1064,4
1064,1067,1
1065,1065,2
1066,1066,4
1067,1059,1
1067,1067,35
1067,1068,4
1067,1630,1
1068,1068,39
1069,1067,1
1069,1069,2
1070,1070,4
1071,1071,1
1072,1072,4
1073,1073,1
1074,1461,1
1075,1075,4
1076,1076,1
1077,797,1
1078,1078,2
1079,1079,3
1080,1080,2
1080,1252,1
1081,1081,1
1082,1082,1
1083,1083,3
1084,1019,1
1085,1244,1
1086,1086,1
1087,810,1
1088,1088,2
1088,1247,2
1089,1089,1
1090,1090,2
1091,1091,2
1092,1092,1
1093,1093,7
1093,1448,1
1094,1093,1
1095,953,1
1096,1096,1
1097,1097,2
1098,1098,1
1099,1099,3
1100,1100,1
1101,1101,1
1102,1102,1
1102,1182,1
1102,1570,1
1103,1103,6
1103,1129,1
1103,1438,1
1104,1104,4
1105,1105,1
1106,1106,2
1107,1107,1
1108,1108,3
1109,1109,2
1110,1110,3
1111,1093,1
1112,1112,1
1113,1093,1
1113,1387,1
1114,1570,1
1115,1115,3
1115,1309,1
1116,1116,1
1117,1117,2
1118,358,1
1118,1118,6
1119,1119,1
1120,1120,1
1121,1121,3
1122,1646,1
1123,1123,1
1124,1124,1
1124,1214,1
1125,1125,1
1126,1126,3
1127,1127,3
1128,1128,1
1129,1129,1
1130,82,1
1131,769,1
1132,1132,2
1133,1133,3
1134,1134,8
1135,1135,2
1136,1189,1
1137,1137,4
1138,1138,1
1139,1139,1
1140,1140,11
1141,1141,2
1142,1142,3
1142,1270,1
1142,1387,1
1143,1093,1
1144,1144,2
1145,1145,2
1146,1146,1
1147,265,1
1147,1208,1
1147,1570,1
1148,1148,3
1149,1149,13
1150,1150,2
1151,1166,1
1152,1228,1
1153,156,1
1153,257,1
1153,618,1
1153,980,1
1153,1153,26
1153,1228,1
1153,1448,1
1154,1154,1
1155,1155,2
1155,1244,1
1156,1156,1
1157,1093,1
1157,1157,2
1158,1158,3
1159,1159,3
1160,1160,1
1161,635,1
1162,1162,1
1163,1363,1
1164,1164,2
1165,1165,2
1165,1563,1
1166,1166,1
1167,565,1
1167,794,1
1167,1167,30
1167,1269,1
1168,1093,1
1169,1169,1
1170,1170,1
1171,1171,1
1172,1172,1
1173,1173,1
1174,1174,1
1174,1244,1
1175,1175,3
1176,1176,2
1177,1232,1
1178,1616,1
1179,1179,1
1180,1180,8
1180,1232,1
1181,1181,1
1182,1182,3
1183,620,1
1184,1176,1
1185,1185,4
1186,1186,2
1187,295,1
1188,1188,1
1189,1189,2
1190,1190,1
1191,1194,1
1192,1192,1
1193,1193,1
1194,1194,1
1195,1195,7
1196,1196,2
1197,1197,3
1198,1198,1
1199,1199,1
1200,1200,2
1201,1201,1
1202,1202,1
1203,1202,1
1203,1203,12
1204,1204,1
1205,1205,4
1206,1387,1
1207,1207,1
1208,1208,4
1209,1472,1
1210,1210,1
1211,1211,1
1212,1118,1
1213,1213,5
1214,1214,1
1215,1232,1
1216,1216,20
1216,1319,1
1216,1387,1
1217,1217,2
1218,82,1
1219,1219,4
1220,1220,1
1221,1221,5
1222,908,1
1222,1473,1
1223,274,1
1224,1224,12
1225,1225,2
1226,1226,6
1227,1227,5
1228,1228,31
1229,1448,1
1230,266,1
1230,1230,1
1231,1231,2
1231,1559,1
1232,1232,22
1233,1233,1
1234,1234,3
1235,1235,2
1236,1236,1
1237,1237,2
1238,1238,1
1239,1235,1
1240,1240,2
1241,1241,1
1242,1242,1
1243,1243,1
1244,1075,1
1244,1244,41
1245,1245,3
1246,1246,1
1247,1247,5
1248,1248,7
1249,1249,5
1249,1267,2
1250,1250,2
1251,1254,1
1252,1252,34
1252,1387,1
1253,1253,1
1254,1254,5
1255,1255,14
1256,1256,2
1257,1257,3
1258,1258,2
1259,1259,2
1260,1260,2
1261,1261,1
1262,1262,12
1263,1263,1
1264,1264,1
1265,1265,1
1266,1266,1
1267,1267,11
1268,1268,5
1269,1269,14
1270,1093,1
1270,1270,6
1270,1387,1
1271,1271,2
1272,1272,1
1273,1273,1
1274,1274,2
1275,1275,3
1276,1228,1
1276,1276,1
1277,1277,4
1278,953,1
1279,1279,7
1280,1280,1
1281,1281,19
1282,1282,1
1283,1283,2
1284,1284,2
1285,1285,8
1286,1286,4
1287,1287,3
1288,102,1
1288,1375,1
1289,1289,1
1290,1290,1
1291,859,1
1291,1291,6
1292,1292,2
1293,1293,1
1293,1570,1
1294,1294,1
1295,1295,1
1296,1228,1
1297,595,1
1297,1297,3
1298,814,1
1298,1156,1
1298,1298,3
1298,1467,1
1298,1607,1
1299,1224,1
1300,1448,1
1301,1228,1
1302,1302,1
1303,1448,1
1304,1304,29
1305,1305,1
1306,1306,1
1307,1307,2
1308,1308,2
1309,1309,1
1309,1340,1
1310,1310,2
1310,1340,1
1310,1372,1
1311,1311,6
1312,1312,1
1313,1313,1
1313,1343,1
1314,1314,1
1315,1315,1
1316,1093,1
1317,1110,2
1317,1317,1
1318,1318,1
1319,1319,1
1320,1320,3
1321,1321,1
1322,1322,1
1323,1323,2
1324,1324,1
1325,1189,1
1325,1325,1
1326,1326,4
1327,1327,2
1328,1115,1
1329,1545,1
1330,1330,1
1331,1331,2
1332,38,2
1332,1332,6
1333,1093,1
1333,1426,1
1334,1473,1
1335,1335,1
1336,1372,1
1337,1337,5
1338,1338,1
1338,1387,1
1339,1339,4
1340,1340,17
1341,1093,1
1342,1389,1
1343,1069,1
1343,1343,9
1344,1344,1
1345,1367,1
1346,1189,1
1347,1347,2
1348,1348,32
1349,1349,2
1350,1350,6
1350,1387,1
1351,1351,2
1352,1352,1
1353,1348,1
1354,1354,1
1355,1471,1
1356,1387,1
1357,1357,1
1358,1358,2
1359,1359,1
1360,1360,3
1361,1560,1
1362,1362,1
1363,1363,2
1364,1364,4
1365,953,1
1366,1366,2
1367,1367,5
1368,1368,5
1369,1369,2
1370,1370,2
1371,1371,1
1372,1372,1
1373,909,1
1373,1373,1
1374,1374,5
1375,1375,2
1376,974,3
1377,974,1
1377,1377,1
1378,1378,3
1379,1379,6
1380,1380,2
1381,1381,1
1382,1382,1
1383,1383,1
1384,1384,11
1385,1385,1
1386,1386,8
1387,1387,10
1387,1388,1
1387,1616,1
1388,1616,1
1389,1389,2
1390,1390,2
1391,1391,12
1392,1436,1
1393,1393,1
1394,1394,4
1394,1554,1
1395,1395,1
1396,1396,2
1397,82,1
1398,963,1
1398,1398,2
1399,1399,1
1400,1400,2
1401,1401,1
1402,1402,2
1403,1403,1
1404,1275,1
1405,1405,4
1406,1406,5
1407,1407,2
1408,1408,3
1409,1409,4
1410,1410,1
1411,797,1
1411,1244,1
1412,1412,1
1413,1413,1
1414,1414,5
1415,1415,9
1416,1416,4
1417,1417,4
1417,1576,1
1418,1418,2
1418,1457,1
1419,1389,1
1419,1419,6
1419,1421,1
1420,1420,1
1421,1421,1
1422,1422,2
1422,1560,1
1423,1423,2
1424,1424,2
1425,1555,1
1426,1426,3
1427,1427,2
1428,1428,1
1429,1429,7
1430,1430,1
1431,1431,1
1432,1432,4
1433,1433,1
1434,1434,2
1435,1435,1
1436,1436,1
1437,1437,2
1438,1438,2
1439,1439,2
1440,1440,3
1441,1067,1
1442,1442,1
1443,1443,1
1444,1444,1
1445,1445,1
1446,1446,1
1447,1254,1
1448,1448,87
1448,1451,1
1448,1452,2
1449,1448,1
1450,1448,1
1451,1451,2
1452,1452,2
1453,1453,5
1454,1389,1
1455,1455,5
1456,1584,1
1457,1457,8
1458,1458,2
1459,1459,2
1460,1460,9
1461,1461,60
1462,1462,1
1463,1461,1
1464,1464,2
1465,1461,1
1466,1466,2
1467,1467,2
1468,1468,8
1469,1469,2
1470,1244,1
1470,1470,1
1471,68,1
1471,1471,9
1472,1472,2
1473,1387,1
1474,1474,3
1475,1475,1
1476,1476,2
1477,1477,2
1478,1478,13
1479,1479,3
1480,1480,1
1481,510,1
1482,1482,1
1483,1483,23
1484,1484,4
1485,1485,12
1486,1486,2
1487,1487,3
1488,1387,1
1488,1488,1
1489,1489,19
1489,1709,1
1490,1490,1
1491,1491,1
1492,1492,1
1493,1493,1
1494,1494,2
1495,1495,2
1496,1579,1
1497,1497,2
1498,1500,1
1499,1499,1
1500,1500,13
1501,1501,2
1502,80,1
1503,1503,3
1504,1093,1
1505,1505,1
1506,1093,1
1507,1507,1
1508,1508,1
1509,1509,1
1510,1560,1
1511,1511,4
1512,1512,1
1513,1513,2
1514,1514,10
1515,1515,11
1516,1557,1
1517,1517,1
1517,1553,1
1518,1518,1
1519,1519,1
1520,1520,1
1521,1521,1
1522,1522,1
1523,1557,1
1524,1524,6
1525,1525,2
1526,1526,8
1527,1527,1
1528,1528,1
1529,1529,1
1530,1530,1
1531,1531,2
1532,1532,2
1533,1533,2
1534,1534,2
1535,1535,2
1536,1536,1
1537,1537,5
1538,1538,3
1539,1539,2
1540,1540,4
1541,1541,73
1542,1542,4
1543,1543,1
1544,1544,2
1545,967,1
1545,1545,52
1546,1527,1
1546,1546,3
1547,1547,1
1548,1548,2
1549,1549,4
1550,1466,1
1550,1550,24
1550,1585,1
1551,1551,12
1552,1552,3
1553,1553,25
1554,1554,6
1555,1555,3
1556,1556,1
1557,1557,78
1557,1576,1
1558,1558,4
1559,1559,3
1560,1560,121
1561,1561,9
1562,1562,1
1563,1563,9
1564,1564,7
1565,1565,1
1566,1566,2
1567,1567,32
1568,1568,1
1569,1569,1
1570,860,1
1570,1570,91
1570,1616,1
1571,1571,2
1572,1572,1
1573,1573,5
1574,1557,1
1574,1574,4
1575,1575,3
1576,1576,17
1577,1577,4
1578,1578,1
1579,1579,11
1580,1531,2
1580,1580,2
1581,1581,3
1582,1582,2
1583,1419,1
1584,1419,1
1584,1584,1
1585,1585,2
1586,1586,15
1587,1587,58
1588,1588,3
1589,1589,19
1590,1590,9
1591,1591,3
1592,1592,5
1593,1593,3
1594,1594,1
1595,1595,3
1596,1596,1
1597,1600,2
1598,1598,1
1599,1419,1
1600,1600,1
1601,1667,1
1602,1602,1
1603,1603,2
1604,1604,1
1605,1698,1
1606,1606,2
1607,1387,1
1608,1608,1
1608,1610,1
1609,1609,4
1610,1610,1
1611,1611,1
1612,1612,1
1613,1068,1
1613,1613,3
1614,1614,1
1615,1615,1
1616,1616,36
1617,1617,2
1618,1618,1
1619,1619,1
1620,1350,1
1621,1621,1
1622,1622,1
1623,1623,2
1624,1624,4
1625,1625,6
1626,1626,2
1627,1627,2
1628,1628,2
1629,1629,8
1630,1630,8
1631,1631,10
1632,1632,4
1633,1633,2
1634,1634,2
1635,1635,1
1636,1636,3
1637,1637,1
1638,1638,5
1639,1639,3
1640,1640,17
1641,1641,1
1642,1642,2
1643,1643,2
1644,1644,2
1645,1645,1
1646,1646,2
1647,1647,1
1648,1648,2
1649,1649,1
1650,1650,3
1651,1651,36
1652,1652,1
1653,1653,1
1654,1654,2
1655,1655,1
1656,1656,1
1657,1657,4
1658,1658,7
1659,1659,2
1660,1068,1
1661,1471,1
1662,1034,2
1663,1663,1
